映射编号,问题编号,指标编号,指标名称,本指标观察含义,本问题机制,支持证据组合,反向证据组合,替代解释,本问题边界,共享证据组,来源编号
MAP0309,I3,B009,规上工业营业收入利润率,收入转换为税前盈利的比例,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-规上工业财务,B_S01
MAP0310,I3,C009,规模以上高技术制造业R&D经费投入强度,比较高技术生产部门研发密度。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-科技经费,C_S01
MAP0311,I3,C015,企业发明专利产业化率,检验受保护成果是否进入产品市场。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-C_S06,C_S06
MAP0312,I3,C016,企业发明专利产业化平均收益,补充进入市场后的收益信息。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-C_S06,C_S06
MAP0313,I3,C018,规模以上工业企业新产品销售收入,检验新产品获得销售市场规模。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-C_S13,C_S13
MAP0314,I3,C059,技术合同成交额,观察登记技术市场活动的规模，为成果转化提供交易环节证据。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-C_S02,C_S02
MAP0315,I3,E001,规上工业增加值实际增长,衡量工业产出变化，与利用率和利润共同验证需求传导。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-E_S01,E_S01
MAP0316,I3,E004,规上工业主要产品产量（产品家族）,用实物量检验名义收入与价格变化，观察产品结构。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-E_S01,E_S01
MAP0317,I3,E005,规上工业产能利用率,验证产出增长是否伴随产能使用改善。,创新必须结合需求与经营结果观察可持续性。,新产业增加值/收入增长，相关利润和利用率提供补充。,产量或销售扩张伴随降价、亏损或库存积压。,新进入企业前期投入、补贴、产品价格和统计范围。,公开行业总体利润不能归因到全部创新企业，不以规模增长证明投资回报。,EG-E_S02,E_S02
MAP0318,I4,A011,全员劳动生产率,观察每位就业者的平均实际产出。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-国民核算,A_S03
MAP0319,I4,A028,全国就业人员年末人数,劳动投入人数规模。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-A_S03,A_S03
MAP0320,I4,C027,16—59岁人口平均受教育年限,观察劳动年龄人口教育积累。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-C_S02,C_S02
MAP0321,I4,C030,普通、职业本专科毕业生数,观察高级人才培养与潜在供给。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-C_S03,C_S03
MAP0322,I4,C031,研究生毕业生数,观察高级人才培养与潜在供给。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-C_S03,C_S03
MAP0323,I4,C056,城镇非私营单位就业人员年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-城镇单位工资,C_S15
MAP0324,I4,C057,城镇私营单位就业人员年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-城镇单位工资,C_S15
MAP0325,I4,C058,规模以上企业就业人员分岗位年平均工资,观察单位就业人员劳动收入水平及行业、登记类型或岗位差异。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-城镇单位工资,C_S15
MAP0326,I4,E001,规上工业增加值实际增长,衡量工业产出变化，与利用率和利润共同验证需求传导。,新活动扩张与旧活动收缩可能带来就业重配及效率提升，也伴随转型成本。,新旧行业活动与就业/工资、生产率变化相互对应。,新产业增加但就业承接弱，旧产业退出或人员转岗证据不足。,企业注册与实际经营不同、外包、统计单位升降规。,缺少企业连续追踪时不测算净创造性破坏贡献。,EG-E_S01,E_S01
