记录类型,记录编号,问题编号,指标编号,维度编号,维度/层级,覆盖状态,已核验成员/分类,来源编号,覆盖依据,限制/版本,核验性质
覆盖检查,CV01764,F4,B038,DIM-SEC,机构部门,无稳定公开数据,,B_S05,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01765,F4,B039,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01766,F4,B039,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01767,F4,B039,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01768,F4,B039,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01769,F4,B039,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01770,F4,B039,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01771,F4,B039,DIM-SEC,机构部门,部分覆盖,大型商业银行；股份制商业银行；城市商业银行；民营银行；农村商业银行；外资银行,B_S10,分机构类情况表,仅相应已列示指标；不能推广至所有机构或省级。,已读原表/定义；仅所列范围
覆盖检查,CV01772,F4,B040,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01773,F4,B040,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01774,F4,B040,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01775,F4,B040,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01776,F4,B040,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01777,F4,B040,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01778,F4,B040,DIM-SEC,机构部门,部分覆盖,大型商业银行；股份制商业银行；城市商业银行；民营银行；农村商业银行；外资银行,B_S10,分机构类情况表,仅相应已列示指标；不能推广至所有机构或省级。,已读原表/定义；仅所列范围
覆盖检查,CV01779,F4,B041,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01780,F4,B041,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01781,F4,B041,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01782,F4,B041,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01783,F4,B041,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01784,F4,B041,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01785,F4,B041,DIM-SEC,机构部门,部分覆盖,商业银行合计,B_S09,该指标未在已读分机构表全部列示,不能把同表其他指标的分组覆盖套给本项。,已读原表/定义；仅所列范围
覆盖检查,CV01786,F4,B042,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01787,F4,B042,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01788,F4,B042,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01789,F4,B042,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01790,F4,B042,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01791,F4,B042,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01792,F4,B042,DIM-SEC,机构部门,部分覆盖,商业银行合计,B_S09,该指标未在已读分机构表全部列示,不能把同表其他指标的分组覆盖套给本项。,已读原表/定义；仅所列范围
覆盖检查,CV01793,F4,B043,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01794,F4,B043,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01795,F4,B043,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01796,F4,B043,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01797,F4,B043,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01798,F4,B043,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01799,F4,B043,DIM-SEC,机构部门,部分覆盖,大型商业银行；股份制商业银行；城市商业银行；民营银行；农村商业银行；外资银行,B_S10,分机构类情况表,仅相应已列示指标；不能推广至所有机构或省级。,已读原表/定义；仅所列范围
覆盖检查,CV01800,F4,B044,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01801,F4,B044,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01802,F4,B044,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01803,F4,B044,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01804,F4,B044,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01805,F4,B044,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01806,F4,B044,DIM-SEC,机构部门,部分覆盖,商业银行合计,B_S09,该指标未在已读分机构表全部列示,不能把同表其他指标的分组覆盖套给本项。,已读原表/定义；仅所列范围
覆盖检查,CV01807,F4,B045,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01808,F4,B045,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01809,F4,B045,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01810,F4,B045,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01811,F4,B045,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01812,F4,B045,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01813,F4,B045,DIM-SEC,机构部门,部分覆盖,商业银行合计,B_S09,该指标未在已读分机构表全部列示,不能把同表其他指标的分组覆盖套给本项。,已读原表/定义；仅所列范围
覆盖检查,CV01814,F4,B046,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
覆盖检查,CV01815,F4,B046,DIM-PROV,省级,无稳定公开数据,,B_S09；B_S10,全国表无省级分列,地方监管局样本不等于31省可比覆盖。,已读原表/定义；仅所列范围
覆盖检查,CV01816,F4,B046,DIM-PREF,地级,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01817,F4,B046,DIM-IND,行业,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01818,F4,B046,DIM-FIRM,企业类型,无稳定公开数据,,B_S09,已读来源未提供该维度的稳定全覆盖表；本轮未建立额外逐单元来源,这是本轮证据缺口，不断言其他官方资料不存在；后续需逐表核验,原来源已查；扩展来源待核验
覆盖检查,CV01819,F4,B046,DIM-HH,居民群体,不适用,,B_S09,本指标定义不直接接受该维度拆分,不得借用同名但不同范围指标填补,适用性判断
覆盖检查,CV01820,F4,B046,DIM-SEC,机构部门,部分覆盖,大型商业银行；股份制商业银行；城市商业银行；民营银行；农村商业银行；外资银行,B_S10,分机构类情况表,仅相应已列示指标；不能推广至所有机构或省级。,已读原表/定义；仅所列范围
覆盖检查,CV01821,F4,B047,DIM-NAT,全国,已覆盖,商业银行法人口径合计,B_S09；B_S11,季度监管表与正文脚注,,已读原表/定义；仅所列范围
